Customer ID,Age,Professional experience,Salary,ZIP code,Family size,Average credit cards spend,Education level,Mortgage,Loan,Securities account,Certificate of Deposit account,Online Banking,Credit Card
42,50,26,19000,90095,1.0,900.0,3.0,0.0,0.0,False,False,False,False
43,29,1,50000,95842,2.0,1750.0,3.0,0.0,0.0,False,False,False,True
44,39,13,59000,94109,4.0,200.0,3.0,0.0,0.0,True,False,False,True
45,63,37,39000,91207,2.0,700.0,3.0,0.0,0.0,False,False,True,True
46,45,19,22000,94904,3.0,1500.0,1.0,0.0,0.0,False,False,True,True
47,47,21,32000,95051,3.0,1500.0,1.0,75000.0,0.0,False,False,True,False
48,29,3,53000,94005,4.0,1800.0,3.0,0.0,0.0,False,False,True,False
49,53,27,65000,92124,1.0,2200.0,3.0,0.0,0.0,False,False,True,True
50,47,23,19000,90089,1.0,1000.0,,0.0,0.0,False,False,False,True
51,29,5,64000,94114,4.0,0.0,1.0,249000.0,0.0,False,False,False,True
52,44,20,43000,95032,1.0,700.0,1.0,0.0,0.0,False,False,False,True
53,39,13,41000,95064,2.0,300.0,1.0,108000.0,0.0,False,False,True,True
55,42,18,49000,95351,2.0,1700.0,1.0,106000.0,0.0,False,False,False,True
56,49,24,33000,92093,3.0,1700.0,2.0,0.0,0.0,False,False,True,False
57,26,0,12000,96003,1.0,100.0,2.0,0.0,0.0,False,False,True,False
58,52,26,109000,94710,1.0,2400.0,1.0,308000.0,0.0,False,True,True,True
60,46,22,19000,92870,0.0,500.0,1.0,0.0,0.0,False,False,True,False
61,54,29,70000,92093,3.0,2000.0,2.0,116000.0,0.0,False,False,True,True
62,61,35,80000,95973,4.0,1700.0,3.0,0.0,0.0,False,False,True,False
63,33,8,162000,94960,1.0,8600.0,1.0,0.0,0.0,False,True,True,True
64,45,20,94000,92009,3.0,500.0,3.0,0.0,0.0,False,False,False,False
65,59,33,81000,94022,2.0,1400.0,1.0,0.0,0.0,False,False,True,False
66,26,0,85000,93950,2.0,1600.0,3.0,0.0,0.0,False,False,True,True
67,47,23,94000,92029,1.0,4700.0,1.0,0.0,0.0,False,False,True,True
68,59,35,111000,91107,1.0,4300.0,1.0,0.0,0.0,False,False,True,False
69,57,27,55000,95616,1.0,1400.0,3.0,0.0,0.0,False,False,True,False
70,63,38,110000,90095,3.0,1800.0,2.0,109000.0,0.0,False,False,True,False
71,62,36,39000,92028,2.0,300.0,1.0,0.0,0.0,False,False,True,False
72,57,33,28000,90245,1.0,1200.0,3.0,98000.0,0.0,False,False,True,False
74,37,13,83000,92220,2.0,1700.0,2.0,0.0,0.0,False,False,False,True
75,64,39,82000,94025,4.0,3400.0,2.0,0.0,0.0,False,False,True,False
76,36,12,89000,91304,2.0,2700.0,1.0,0.0,0.0,False,False,False,False
77,40,15,73000,92029,3.0,3000.0,,0.0,0.0,False,False,True,True
78,31,5,28000,90717,1.0,300.0,1.0,0.0,0.0,False,False,True,True
79,37,11,42000,95814,3.0,500.0,3.0,0.0,0.0,False,False,True,True
80,42,16,28000,94002,4.0,1500.0,3.0,91.0,0.0,False,False,True,True
81,41,16,68000,92122,3.0,3000.0,1.0,0.0,0.0,False,False,True,True
82,50,25,42000,90232,2.0,700.0,2.0,110000.0,0.0,False,False,False,True
83,36,10,33000,95616,4.0,1200.0,2.0,82000.0,0.0,True,False,True,False
84,29,5,123000,90291,2.0,600.0,1.0,0.0,0.0,False,False,True,False
85,49,24,48000,93117,1.0,1300.0,2.0,0.0,0.0,False,False,False,True
86,65,39,94000,92374,1.0,2000.0,1.0,0.0,0.0,False,False,False,True
87,30,4,110000,93943,1.0,2900.0,3.0,0.0,0.0,False,False,True,False
88,51,26,28000,94061,1.0,1300.0,2.0,94000.0,0.0,True,False,True,False
89,46,22,153000,94539,2.0,7500.0,1.0,0.0,0.0,False,False,False,False
90,48,22,120000,90291,1.0,0.0,1.0,0.0,0.0,False,False,True,False
91,41,16,25000,95014,2.0,100.0,2.0,0.0,0.0,False,False,False,True
92,40,16,138000,92121,2.0,6100.0,1.0,0.0,0.0,False,False,True,False
93,34,9,101000,94080,3.0,600.0,2.0,0.0,0.0,False,False,False,False
94,54,28,49000,94608,1.0,2200.0,3.0,128000.0,0.0,False,False,False,False
95,62,37,19000,93109,3.0,500.0,1.0,89000.0,0.0,False,False,False,False
96,64,40,88000,94305,1.0,3800.0,1.0,243000.0,0.0,False,False,True,True
97,40,15,18000,94534,2.0,100.0,2.0,119000.0,0.0,False,False,True,True
98,33,8,58000,90505,2.0,2500.0,1.0,0.0,0.0,False,False,True,False
99,26,0,54000,96094,3.0,1100.0,2.0,0.0,0.0,False,False,True,False
100,26,1,74000,90028,4.0,2200.0,1.0,0.0,0.0,False,False,True,False
101,54,29,85000,94928,4.0,1300.0,3.0,299000.0,0.0,False,False,True,False
102,52,26,19000,94143,1.0,1400.0,3.0,96000.0,0.0,False,False,True,False
103,43,18,44000,91345,1.0,2400.0,,0.0,0.0,False,False,False,False
104,40,15,81000,94304,2.0,400.0,1.0,0.0,0.0,False,False,True,False
106,48,22,74000,93950,1.0,1400.0,3.0,0.0,0.0,True,False,False,False
107,42,12,39000,94704,3.0,2000.0,3.0,0.0,0.0,True,True,True,True
109,56,31,61000,90024,4.0,900.0,1.0,0.0,0.0,True,True,True,True
110,61,35,51000,93555,3.0,1400.0,3.0,0.0,0.0,False,False,True,False
111,58,28,58000,90073,3.0,2000.0,3.0,0.0,0.0,False,False,True,False
112,25,1,121000,93106,0.0,5400.0,1.0,158000.0,0.0,False,False,True,False
113,41,15,49000,90245,3.0,900.0,3.0,0.0,0.0,False,True,True,True
114,51,26,64000,94005,4.0,1800.0,3.0,0.0,0.0,False,False,False,False
115,54,30,28000,92103,2.0,800.0,1.0,0.0,0.0,False,False,True,False
116,60,34,50000,95670,3.0,2200.0,3.0,0.0,0.0,False,False,True,True
118,43,19,73000,94301,3.0,2333.3333333333335,1.0,0.0,0.0,True,True,True,True
119,57,32,24000,92346,2.0,200.0,3.0,140000.0,0.0,False,False,True,False
120,56,32,79000,92037,3.0,2666.6666666666665,1.0,0.0,0.0,False,False,True,False
121,40,15,43000,90095,4.0,1700.0,1.0,98000.0,0.0,False,False,False,False
122,34,9,41000,92093,1.0,1000.0,1.0,0.0,0.0,False,False,True,False
123,53,29,53000,92648,4.0,100.0,3.0,0.0,0.0,False,False,False,False
125,61,36,54000,94539,3.0,1500.0,1.0,0.0,0.0,False,False,True,False
126,26,0,75000,94061,3.0,300.0,3.0,0.0,0.0,False,False,False,False
127,59,35,165000,94309,2.0,6000.0,1.0,0.0,0.0,False,False,True,False
128,27,3,69000,94305,3.0,700.0,2.0,0.0,0.0,False,False,True,True
129,46,22,53000,95616,4.0,1900.0,1.0,187000.0,0.0,False,False,False,False
130,55,30,28000,94040,2.0,2000.0,2.0,0.0,0.0,False,False,True,True
131,63,39,33000,92121,3.0,100.0,3.0,0.0,0.0,False,False,False,True
132,51,27,62000,94063,2.0,3200.0,3.0,118000.0,0.0,False,False,False,True
133,38,12,61000,94598,4.0,200.0,3.0,0.0,0.0,False,False,True,False
134,41,17,71000,94801,2.0,3200.0,1.0,0.0,0.0,False,False,True,True
136,41,16,52000,91311,2.0,2200.0,3.0,0.0,0.0,False,False,True,False
137,61,35,25000,91768,1.0,800.0,2.0,142.0,0.0,False,False,True,False
138,33,7,44000,95605,1.0,300.0,1.0,0.0,0.0,False,False,False,False
139,49,24,18000,95616,1.0,400.0,3.0,121000.0,0.0,False,False,True,False
140,51,25,34000,93106,3.0,600.0,2.0,128000.0,0.0,False,False,True,False
142,50,24,62000,94550,2.0,800.0,3.0,0.0,0.0,False,False,True,False
143,37,13,115000,90025,1.0,800.0,2.0,0.0,0.0,False,False,True,True
144,56,31,80000,92069,4.0,1300.0,3.0,0.0,0.0,False,False,True,False
145,58,32,130000,94720,2.0,2700.0,1.0,0.0,0.0,False,False,True,False
146,44,20,105000,91730,1.0,4700.0,1.0,0.0,0.0,False,False,False,True
147,45,19,41000,91109,1.0,200.0,1.0,0.0,0.0,False,False,True,False
148,38,12,33000,94708,4.0,1500.0,3.0,0.0,0.0,True,False,False,True
149,55,31,124000,93407,2.0,300.0,,0.0,0.0,False,False,True,False
150,63,39,119000,91330,1.0,2900.0,1.0,0.0,0.0,True,False,True,False
151,49,25,65000,90007,2.0,1000.0,3.0,0.0,0.0,False,False,True,True
152,58,32,145000,94920,2.0,500.0,1.0,119.0,0.0,False,False,True,False
153,37,11,65000,94143,2.0,2400.0,2.0,260000.0,0.0,False,False,True,False
155,45,21,128000,94305,1.0,4700.0,1.0,0.0,0.0,False,False,False,False
156,31,6,81000,90840,2.0,2500.0,1.0,313000.0,0.0,False,False,False,False
157,61,34,41000,94123,4.0,2500.0,2.0,0.0,0.0,False,False,True,False
159,59,35,40000,92870,4.0,400.0,1.0,135000.0,0.0,False,False,True,False
160,33,9,18000,91768,4.0,400.0,2.0,0.0,0.0,False,False,True,False
161,34,8,52000,95060,4.0,200.0,1.0,0.0,0.0,False,False,True,False
162,56,30,44000,91330,4.0,2500.0,1.0,0.0,0.0,False,False,False,True
163,36,10,183000,95348,2.0,0.0,1.0,0.0,0.0,False,False,False,False
164,54,24,72000,93943,3.0,1400.0,3.0,218000.0,0.0,False,False,False,True
165,65,39,25000,95370,2.0,400.0,1.0,113000.0,0.0,False,False,True,False
166,49,23,70000,94305,1.0,300.0,1.0,217000.0,0.0,False,False,False,False
167,49,24,109000,92647,1.0,600.0,1.0,0.0,0.0,False,False,False,False
168,29,4,83000,91950,4.0,2200.0,2.0,0.0,0.0,False,False,True,True
169,30,6,42000,91711,1.0,2100.0,3.0,144000.0,0.0,False,False,False,True
170,37,12,60000,95616,4.0,2100.0,3.0,217000.0,0.0,False,False,True,False
171,31,7,11000,94304,1.0,500.0,3.0,80000.0,0.0,False,False,True,True
172,52,28,62000,90089,1.0,1800.0,3.0,0.0,0.0,False,False,True,False
173,30,6,181000,91203,1.0,4300.0,1.0,230.0,0.0,False,False,True,False
174,56,31,81000,93943,2.0,0.0,3.0,225000.0,0.0,False,False,False,False
175,56,32,84000,95014,2.0,1600.0,,0.0,0.0,False,False,True,False
176,32,6,25000,96001,3.0,1000.0,1.0,0.0,0.0,False,False,True,False
178,60,36,149000,92007,1.0,4700.0,1.0,0.0,0.0,False,False,True,False
179,30,6,62000,95831,1.0,100.0,1.0,0.0,0.0,False,False,True,True
180,42,17,44000,94124,1.0,300.0,3.0,0.0,0.0,True,True,True,True
181,32,6,41000,95833,3.0,900.0,1.0,179000.0,0.0,False,False,False,False
182,45,19,85000,94112,2.0,1700.0,2.0,0.0,0.0,False,False,True,False
183,46,22,134000,93305,2.0,3300.0,1.0,0.0,0.0,False,False,False,False
184,50,24,83000,92333,3.0,3000.0,2.0,0.0,0.0,False,False,False,True
185,58,32,99000,92697,2.0,1400.0,1.0,0.0,0.0,False,False,False,True
186,60,34,41000,90064,3.0,2200.0,3.0,0.0,0.0,False,False,False,True
187,49,23,60000,95023,3.0,700.0,2.0,142000.0,0.0,False,False,True,True
190,58,34,11000,92037,2.0,300.0,1.0,96000.0,0.0,False,False,True,False
191,43,19,32000,94501,3.0,600.0,2.0,0.0,0.0,False,False,False,False
192,42,16,32000,90033,3.0,500.0,2.0,0.0,0.0,False,False,False,True
193,40,14,53000,90064,1.0,2000.0,1.0,0.0,0.0,False,False,True,True
194,62,37,39000,93117,3.0,1500.0,1.0,0.0,0.0,False,False,True,False
195,30,6,160000,90630,1.0,4300.0,1.0,249000.0,0.0,False,False,True,False
196,58,32,40000,94124,1.0,2800.0,2.0,0.0,0.0,False,False,False,False
197,48,24,48000,92064,2.0,2100.0,3.0,0.0,0.0,False,False,True,False
198,35,11,58000,91330,3.0,2800.0,1.0,0.0,0.0,False,False,True,False
199,34,10,88000,94404,2.0,0.0,1.0,121000.0,0.0,False,False,True,False
200,33,7,73000,94028,1.0,2500.0,1.0,135000.0,0.0,False,False,False,False
201,44,20,33000,94306,4.0,300.0,1.0,142000.0,0.0,False,False,False,True
202,44,20,62000,91604,3.0,300.0,3.0,0.0,0.0,False,False,False,True
203,37,11,24000,94115,4.0,1000.0,,0.0,0.0,False,False,False,False
204,26,0,42000,95032,4.0,1300.0,3.0,0.0,0.0,True,False,False,False
205,46,21,39000,91710,2.0,1300.0,1.0,101000.0,0.0,False,False,True,False
206,56,30,29000,94110,4.0,1500.0,3.0,146000.0,0.0,False,False,False,False
207,45,21,59000,94703,2.0,2500.0,1.0,155000.0,0.0,False,False,True,False
208,36,10,28000,90840,4.0,1000.0,1.0,130000.0,0.0,False,False,True,False
209,59,35,43000,91791,4.0,400.0,1.0,0.0,0.0,False,False,False,True
211,58,34,84000,95120,4.0,1600.0,2.0,0.0,0.0,False,False,True,False
212,36,10,39000,92009,1.0,2000.0,1.0,153000.0,0.0,False,False,False,False
213,48,22,42000,95054,3.0,600.0,2.0,121000.0,0.0,False,False,True,False
214,36,12,18000,95521,4.0,1000.0,1.0,0.0,0.0,False,False,True,True
215,30,5,23000,94304,2.0,900.0,3.0,0.0,0.0,True,False,True,False
216,52,28,9000,90405,2.0,200.0,1.0,0.0,0.0,False,False,False,False
217,43,19,32000,94720,4.0,300.0,1.0,0.0,0.0,False,False,False,False
218,26,0,150000,91311,2.0,7200.0,1.0,0.0,0.0,False,False,False,True
219,35,9,25000,94526,3.0,100.0,2.0,0.0,0.0,True,False,True,False
220,47,20,49000,92104,3.0,2500.0,2.0,0.0,0.0,False,False,True,False
221,39,14,20000,90747,1.0,600.0,3.0,0.0,0.0,False,False,True,False
222,52,27,22000,90755,4.0,800.0,1.0,0.0,0.0,False,False,True,True
223,32,8,30000,94534,4.0,400.0,2.0,78000.0,0.0,False,False,True,False
224,47,23,40000,95123,2.0,2100.0,3.0,156000.0,0.0,False,False,True,False
225,44,14,33000,94063,1.0,750.0,3.0,171000.0,0.0,False,False,False,False
226,56,32,22000,91768,1.0,1200.0,3.0,0.0,0.0,False,False,True,True
227,53,28,48000,92029,2.0,1900.0,2.0,0.0,0.0,False,False,True,False
228,26,2,95000,92130,0.0,800.0,1.0,0.0,0.0,False,False,True,False
229,36,11,85000,90502,3.0,1200.0,3.0,0.0,0.0,False,False,True,False
230,35,5,93000,90095,4.0,1800.0,3.0,0.0,0.0,False,False,False,True
231,26,2,20000,95064,4.0,1000.0,1.0,116000.0,0.0,False,False,False,False
232,38,14,39000,93118,1.0,2000.0,2.0,0.0,0.0,False,False,True,False
233,35,9,45000,90639,3.0,900.0,1.0,101000.0,0.0,True,False,False,False
234,41,15,54000,91775,3.0,2100.0,1.0,0.0,0.0,False,False,True,False
235,58,34,82000,94025,1.0,4300.0,1.0,263000.0,0.0,False,False,False,False
236,56,32,88000,95051,4.0,1000.0,2.0,0.0,0.0,False,False,True,True
238,37,7,94000,91016,4.0,1800.0,3.0,232000.0,0.0,False,False,True,False
239,61,35,74000,91320,2.0,700.0,2.0,0.0,0.0,False,False,True,True
240,50,25,18000,95819,2.0,0.0,1.0,0.0,0.0,False,False,False,True
241,66,41,80000,92093,4.0,100.0,2.0,0.0,0.0,False,False,True,False
242,46,21,40000,90045,1.0,300.0,1.0,116000.0,0.0,False,False,False,False
243,26,2,135000,94588,1.0,1500.0,1.0,0.0,0.0,False,False,False,False
244,30,4,78000,92677,4.0,2200.0,2.0,236000.0,0.0,True,False,False,False
245,59,35,151000,93106,2.0,6000.0,1.0,0.0,0.0,False,False,True,False
246,57,33,93000,94025,2.0,1600.0,1.0,161000.0,0.0,False,False,False,False
247,46,21,85000,92867,1.0,200.0,2.0,0.0,0.0,True,True,True,True
248,39,14,178000,92123,1.0,4100.0,1.0,207000.0,0.0,False,False,True,False
249,14,17,154000,92697,1.0,1700.0,1.0,0.0,0.0,False,False,False,True
250,66,41,38000,95134,1.0,1100.0,3.0,0.0,0.0,False,False,False,True
251,31,5,21000,94115,3.0,1000.0,,0.0,0.0,False,False,True,False
252,43,18,38000,94309,1.0,500.0,3.0,144000.0,0.0,False,False,True,False
253,49,25,91000,94704,4.0,1400.0,2.0,0.0,0.0,False,False,True,False
254,31,7,18000,95616,1.0,400.0,3.0,0.0,0.0,False,False,True,False
255,49,23,129000,94085,1.0,300.0,1.0,0.0,0.0,False,False,True,True
256,44,20,72000,95616,3.0,300.0,3.0,0.0,0.0,False,False,True,False
257,50,26,21000,94305,1.0,200.0,1.0,0.0,0.0,False,False,True,False
258,58,33,25000,92121,4.0,900.0,2.0,90000.0,0.0,False,False,True,True
259,58,32,55000,93106,4.0,2500.0,1.0,0.0,0.0,False,False,True,False
260,56,30,178000,93940,1.0,2900.0,1.0,0.0,0.0,False,False,True,False
261,62,38,174000,94305,1.0,4700.0,1.0,0.0,0.0,False,False,True,True
262,56,32,44000,94575,3.0,1500.0,1.0,153000.0,0.0,False,False,True,False
263,61,36,85000,94998,3.0,1800.0,2.0,0.0,0.0,False,False,False,False
264,51,25,65000,94143,3.0,700.0,2.0,0.0,0.0,False,False,False,False
265,34,9,84000,94707,4.0,2200.0,2.0,323000.0,0.0,False,False,True,False
266,63,39,64000,95814,1.0,1800.0,3.0,147000.0,0.0,False,False,True,True
267,49,23,121000,90032,1.0,4900.0,1.0,0.0,0.0,False,False,True,False
268,39,13,69000,92096,3.0,100.0,1.0,247000.0,0.0,False,False,False,False
269,37,11,29000,91711,2.0,1400.0,3.0,0.0,0.0,False,False,True,True
270,52,27,29000,94720,1.0,1500.0,2.0,159000.0,0.0,False,False,False,True
271,40,14,18000,90049,4.0,1500.0,3.0,0.0,0.0,False,False,False,False
272,59,35,31000,90630,3.0,400.0,2.0,0.0,0.0,False,False,True,False
273,41,17,58000,92009,4.0,2666.6666666666665,1.0,0.0,0.0,False,False,True,True
274,34,10,38000,95039,1.0,1333.3333333333333,1.0,0.0,0.0,True,False,True,False
275,34,8,75000,95814,2.0,1800.0,1.0,0.0,0.0,False,False,False,False
276,34,8,21000,94107,4.0,1000.0,1.0,0.0,0.0,False,False,False,False
277,39,15,125000,90250,1.0,3500.0,1.0,0.0,0.0,False,False,True,True
278,40,16,63000,92807,1.0,1500.0,3.0,0.0,0.0,False,False,False,False
279,52,26,70000,94117,2.0,1100.0,1.0,0.0,0.0,True,False,True,False
280,41,15,88000,90740,1.0,2800.0,3.0,0.0,0.0,True,False,False,False
282,32,6,35000,91107,3.0,1000.0,1.0,0.0,0.0,True,False,True,False
283,29,5,121000,95449,1.0,1500.0,1.0,0.0,0.0,False,False,True,False
284,60,34,83000,95616,2.0,1400.0,1.0,75000.0,0.0,True,False,True,False
285,65,39,35000,92009,1.0,500.0,3.0,150000.0,0.0,False,False,True,False
286,27,3,81000,90291,3.0,1500.0,1.0,307000.0,0.0,True,True,True,True
287,25,1,122000,93022,2.0,200.0,1.0,0.0,0.0,False,False,True,False
288,25,0,14000,94309,2.0,900.0,3.0,0.0,0.0,False,False,False,True
289,65,40,59000,94022,3.0,2400.0,1.0,0.0,0.0,False,False,False,False
290,41,17,71000,92182,3.0,300.0,3.0,0.0,0.0,False,False,False,True
291,26,1,35000,90089,2.0,1700.0,2.0,119000.0,0.0,False,False,False,True
292,62,37,10000,92606,3.0,500.0,1.0,0.0,0.0,False,False,True,False
293,59,35,91000,95008,2.0,1600.0,1.0,0.0,0.0,True,False,False,True
294,60,36,8000,92626,2.0,1000.0,1.0,0.0,0.0,False,False,False,False
296,54,28,102000,91360,3.0,1700.0,2.0,0.0,0.0,False,False,True,False
297,57,27,62000,94025,3.0,2000.0,3.0,0.0,0.0,False,False,True,False
299,42,16,49000,90034,1.0,2800.0,1.0,0.0,0.0,False,False,False,False
300,31,7,170000,95006,1.0,6000.0,1.0,0.0,0.0,False,False,True,False
301,61,36,61000,91320,2.0,2800.0,1.0,153000.0,0.0,False,False,False,True
303,49,22,103000,91330,3.0,2000.0,2.0,167000.0,0.0,False,False,False,False
304,59,35,70000,92103,4.0,2300.0,3.0,0.0,0.0,False,False,False,False
305,45,19,70000,95605,1.0,2800.0,1.0,0.0,0.0,False,False,False,True
306,39,13,25000,94132,2.0,800.0,3.0,0.0,0.0,False,False,False,False
307,52,28,20000,95616,1.0,300.0,,0.0,0.0,False,False,False,False
308,59,35,32000,92064,3.0,400.0,2.0,0.0,0.0,False,False,False,True
309,41,17,65000,90024,3.0,2100.0,3.0,0.0,0.0,False,False,True,False
310,59,34,19000,92192,1.0,300.0,3.0,0.0,0.0,False,False,True,False
311,51,27,43000,95053,4.0,1100.0,2.0,164000.0,0.0,False,False,True,True
312,29,3,69000,92093,4.0,1800.0,2.0,0.0,0.0,False,False,True,True
313,58,34,48000,93460,4.0,1300.0,2.0,0.0,0.0,False,False,True,True
314,61,35,113000,91741,2.0,2800.0,1.0,0.0,0.0,False,False,False,False
315,63,39,41000,91355,4.0,1300.0,2.0,0.0,0.0,False,False,True,False
316,59,34,103000,91360,1.0,2600.0,1.0,0.0,0.0,False,False,True,False
317,52,28,149000,92121,2.0,400.0,1.0,0.0,0.0,False,False,False,False
318,55,25,44000,92093,3.0,1000.0,3.0,0.0,0.0,False,False,True,False
319,27,3,68000,95503,4.0,0.0,1.0,0.0,0.0,False,False,False,True
320,46,21,154000,90245,2.0,2800.0,1.0,94000.0,0.0,False,False,False,False
321,26,0,161000,94551,2.0,7200.0,1.0,0.0,0.0,False,False,False,False
322,33,7,115000,93305,1.0,2700.0,2.0,283000.0,0.0,False,False,True,False
323,25,0,38000,93407,2.0,1600.0,3.0,0.0,0.0,False,False,False,False
324,39,13,68000,91950,3.0,2100.0,1.0,0.0,0.0,True,False,True,False
325,35,11,32000,91360,1.0,1333.3333333333333,1.0,137000.0,0.0,False,False,True,True
326,40,14,93000,93933,1.0,2800.0,3.0,328000.0,0.0,True,True,True,True
327,50,23,18000,95503,2.0,1000.0,2.0,88000.0,0.0,False,False,True,True
328,52,26,180000,95831,1.0,1700.0,1.0,550000.0,0.0,False,False,True,False
329,39,14,104000,95035,1.0,4000.0,3.0,0.0,0.0,False,True,True,True
330,52,26,194000,94305,1.0,1700.0,1.0,0.0,0.0,False,False,True,False
331,27,1,64000,94501,4.0,1800.0,2.0,0.0,0.0,False,False,True,True
332,40,14,63000,94025,3.0,500.0,3.0,221000.0,0.0,False,False,True,False
333,52,28,72000,94720,1.0,1600.0,3.0,0.0,0.0,False,False,True,False
334,34,9,72000,94555,3.0,2300.0,1.0,124000.0,0.0,False,False,False,False
335,40,16,65000,90095,2.0,3200.0,1.0,0.0,0.0,False,False,True,False
336,62,37,83000,93657,4.0,100.0,2.0,0.0,0.0,False,False,False,False
337,28,3,115000,92407,1.0,1900.0,1.0,200000.0,0.0,False,False,True,False
338,56,31,59000,94303,2.0,1900.0,2.0,0.0,0.0,False,False,True,False
339,43,19,129000,95039,1.0,5000.0,1.0,0.0,0.0,True,False,True,False
340,59,35,38000,92122,1.0,800.0,1.0,0.0,0.0,False,False,True,False
341,28,4,199000,92121,1.0,6333.333333333333,1.0,0.0,0.0,False,False,False,False
342,36,11,69000,95929,4.0,2100.0,3.0,0.0,0.0,False,False,True,True
343,41,16,9000,90089,2.0,300.0,2.0,0.0,0.0,False,False,False,True
344,47,21,38000,91101,3.0,600.0,2.0,0.0,0.0,True,False,False,False
346,44,17,69000,90095,3.0,2666.6666666666665,2.0,0.0,0.0,False,False,False,False
347,34,10,155000,92780,2.0,6500.0,1.0,0.0,0.0,False,False,True,True
349,48,24,58000,94005,2.0,1700.0,1.0,0.0,0.0,False,False,False,False
350,47,23,63000,95521,1.0,800.0,3.0,0.0,0.0,False,False,True,False
351,59,35,121000,91423,1.0,4300.0,1.0,0.0,0.0,False,False,True,False
352,37,11,75000,94704,3.0,900.0,2.0,0.0,0.0,False,False,True,False
353,59,35,43000,95616,4.0,1300.0,1.0,0.0,0.0,False,False,True,False
354,38,13,119000,94545,2.0,3300.0,1.0,0.0,0.0,False,False,False,False
355,34,10,45000,92038,1.0,1700.0,1.0,84000.0,0.0,False,False,False,False
356,58,34,22000,94608,1.0,100.0,2.0,0.0,0.0,False,False,True,False
357,33,7,35000,95616,4.0,800.0,1.0,0.0,0.0,False,False,True,False
359,36,11,31000,94022,4.0,1700.0,1.0,124000.0,0.0,False,False,True,True
360,30,6,42000,90034,1.0,2100.0,3.0,0.0,0.0,False,False,True,False
361,51,25,33000,92866,3.0,900.0,3.0,0.0,0.0,False,False,True,True
362,37,13,89000,91711,2.0,1700.0,2.0,0.0,0.0,False,False,True,False
363,44,19,85000,92054,4.0,1900.0,3.0,0.0,0.0,False,False,True,True
364,41,16,78000,95616,4.0,400.0,1.0,0.0,0.0,False,False,True,False
